genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
modern ska punk,0.060633161,0.515698437,190381.1182,0.860477083,0.062108598,0.230268906,-5.491720313,0.091400521,130.9079958,0.719401042,43.44010417,0,1
modern southern rock,0.19768244,0.541404882,276444.8266,0.649356622,0.06716883,0.160538328,-6.904414422,0.060774214,115.8184068,0.480095118,42.90993266,11,1
modern string quartet,0.892791667,0.262791667,315259.5417,0.138341667,0.713180556,0.120943056,-19.79095833,0.045263889,108.2973472,0.1102875,17.25,7,1
modern swing,0.6535,0.543166667,343260.1667,0.216066667,0.099638333,0.134916667,-15.23833333,0.062883333,121.65,0.500666667,17.83333333,5,0
modern uplift,0.0428,0.431333333,198858,0.776333333,0,0.176333333,-3.3,0.0385,166.6296667,0.596666667,61.33333333,10,1
modular synth,0.284,0.6525,350633.5,0.433,0.8485,0.691,-14.023,0.09765,133.988,0.3506,17.5,5,1
modular techno,0.000199,0.81,401520,0.906,0.948,0.0985,-8.349,0.0789,124.596,0.0362,0,8,1
moldovan pop,0.079447666,0.745340476,190770.1595,0.864557143,0.065611537,0.154980238,-4.933442857,0.055161905,129.2995452,0.472347619,45.62857143,9,1
mollywood,0.864066667,0.49392,233777.6133,0.360546667,0.03420792,0.202946667,-10.82428,0.22086,89.91310667,0.60088,9.84,5,1
mongolian hip hop,0.035282891,0.698727273,156030.2727,0.623681818,0.680786364,0.166109091,-8.4125,0.116454545,153.3835455,0.613895455,0,11,1
mongolian pop,0.035282891,0.698727273,156030.2727,0.623681818,0.680786364,0.166109091,-8.4125,0.116454545,153.3835455,0.613895455,0,11,1
monterrey indie,0.206,0.506,228581,0.614,0.0205,0.0889,-4.628,0.0312,99.783,0.371,3,5,0
montreal indie,0.071924444,0.579166667,257325.9444,0.649888889,0.186026828,0.108427778,-9.111166667,0.081122222,104.3845556,0.581611111,27.61111111,6,1
moog,0.70247427,0.373261418,301177.0747,0.278264593,0.604855433,0.1514073,-18.50771634,0.047410869,107.1353686,0.354362974,27.55112284,1,1
moombahton,0.090214618,0.621819597,256135.3452,0.832473443,0.09797003,0.236431044,-4.907842033,0.118407005,132.4717976,0.451860348,31.57783883,1,1
moravian folk,0.887,0.316,561262.5,0.214,0.00297695,0.30705,-12.2085,0.03985,157.59,0.405,2.5,7,1
morna,0.77875,0.61775,270966.75,0.455,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,54,4,1
moroccan pop,0.20265,0.57375,227326.5,0.6605,6.53E-06,0.132225,-6.7045,0.039125,109.079,0.42025,47.75,6,1
motivation,0.675384,0.639672,328713.072,0.285248,6.50E-06,0.2048924,-19.173924,0.833124,94.915996,0.5730176,11.872,6,1
motown,0.391403787,0.596728098,229857.5152,0.541638074,0.044405727,0.184960848,-10.3474459,0.055312381,117.3855776,0.657748633,33.68849471,0,1
mountain dulcimer,0.922622115,0.416185897,195315.0349,0.110125846,0.000359328,0.281311154,-20.61711058,0.056471058,112.0735215,0.303119872,12.29583333,7,1
movie tunes,0.703463949,0.49322657,174629.3483,0.360862726,0.07234538,0.214033386,-13.69988261,0.098612981,110.8982932,0.482203289,41.6950361,0,1
mpb,0.5150347,0.559862727,213242.7372,0.52834186,0.087327023,0.190566714,-10.94509792,0.060770739,118.517252,0.613866899,39.80495517,2,1
mumbai indie,0.059,0.71,263283,0.634,0.254,0.0663,-8.414,0.0302,138.061,0.799,5,9,1
munich electronic,0.009161022,0.782875,274020.2361,0.737194444,0.509371167,0.158663889,-8.333402778,0.071902778,132.9277778,0.402833333,4.138888889,2,1
music box,0.661341667,0.554475,116003.7583,0.248125,0.043807477,0.121616667,-15.664,0.058423333,96.42584167,0.307083333,23.76666667,6,1
music hall,0.933285714,0.6671,234498.1,0.320681429,0.024222889,0.253857143,-15.38170714,0.249569286,111.5542,0.72985,9.864285714,0,1
musica afroperuana,0.297037167,0.563758621,216927.9828,0.878413793,0.124449662,0.232284483,-7.141982759,0.099360345,139.8082586,0.592948276,37.29310345,11,1
musica alagoana,0.457545455,0.656,253802.3636,0.443363636,0.000115727,0.166563636,-12.62272727,0.042327273,119.3536364,0.668909091,55,9,1
musica andina,0.653755556,0.560266667,281995.7111,0.550533333,0.040485087,0.146322222,-10.51271111,0.070284444,116.3904,0.615288889,45.06666667,10,0
musica andina colombiana,0.304058333,0.770791667,225023.125,0.584416667,0.00461319,0.107695833,-8.001291667,0.107775,110.1518333,0.92825,44.25,0,1
musica andorra,0.013036154,0.721923077,1744153.308,0.702615385,0.473046154,0.180846154,-7.815307692,0.118384615,132.0303077,0.307307692,0,11,1
musica antigua,0.995,0.521,157492.5,0.12522,0.879,0.1265,-24.856,0.07245,98.515,0.5015,0,4,1
musica aragonesa,0.133253077,0.508461538,255910.3077,0.832115385,0.024846275,0.183753846,-5.118384615,0.044969231,134.6563462,0.519307692,48.23076923,9,0
musica ayacuchana,0.593,0.548,269093,0.814,1.65E-05,0.143,-5.624,0.0406,98.501,0.667,50,2,1
musica canaria,0.440777778,0.793925926,193325.6667,0.684407407,0.002167119,0.142133333,-5.218814815,0.10417037,104.6571481,0.729222222,65.77777778,6,1
musica catalana,0.0145,0.457,230008,0.7,0.00011,0.236,-7.152,0.0595,120.142,0.381,0,2,1
musica costarricense,0.338,0.617,223467,0.372,0,0.159,-13.622,0.0339,131.562,0.286,53,2,1
musica costena,0.223357509,0.710087912,196542.1465,0.639864469,0.006560046,0.112145788,-8.02589011,0.047293773,115.6908956,0.846380952,43.95970696,11,1
musica cristiana guatemalteca,0.4208,0.5615,265815.25,0.52375,2.16E-05,0.11365,-9.63125,0.03135,139.055,0.4985,42.25,9,1
musica de fondo,0.668825,0.6857,138966,0.46438,0.6439285,0.24,-12.40895,0.09283,97.17675,0.35409,5.9,2,0
musica hondurena,0.17,0.7805,287159,0.672166667,0.008397083,0.2098,-11.076,0.063383333,114.731,0.817666667,43.66666667,3,1
musica indigena brasileira,0.944,0.425,70772,0.0612,0,0.183,-16.703,0.096,106.997,0.159,0,8,1
musica infantil,0.6173,0.658016667,223286.5833,0.520766667,0.005309988,0.135275,-13.17736667,0.146245,124.5242667,0.6314,33.2,7,1
musica jibara,0.685192857,0.631878571,212076.0452,0.484207143,0.000126386,0.146330952,-9.019121429,0.05892619,107.3473643,0.770464286,25.42619048,9,0
musica juiz-forana,0.39855,0.6595,208480,0.5585,0.023254515,0.153,-11.6,0.0757,127.191,0.7515,24.5,11,1
musica llanera,0.593060948,0.574084423,210845.0054,0.588136166,0.00771216,0.155530991,-9.693092048,0.049763399,120.225152,0.784477669,36.73747277,7,1
musica nicaraguense,0.741,0.4993625,208121.075,0.4161375,0.009031833,0.1963025,-10.65358125,0.0473975,119.2063125,0.597325,23.35,5,1
musica para criancas,0.3,0.721,298933,0.859,0.00111,0.0244,-14.454,0.172,143.667,0.794,49,1,1
musica para ninos,0.475190476,0.494777778,141563.754,0.303725572,0.003395048,0.083730952,-12.11146032,0.057403968,112.0977063,0.54081746,46.84126984,5,1
musica paraibana,0.715,0.609,215813.5,0.3085,0,0.8455,-10.8525,0.0438,126.647,0.5665,56,11,1
musica pernambucana,0.629,0.595,327123,0.559,0,0.127,-7.133,0.0366,129.369,0.834,14,3,1
musica piemonteisa,0.968,0.452,200673,0.4015,0.01405,0.2097,-11.518,0.1413,157.2175,0.7485,2,8,1
musica popular colombiana,0.420307017,0.689655477,237494.0323,0.554973873,0.004004471,0.155843073,-8.366834037,0.066383286,123.0706319,0.806713757,39.67767412,9,1
musica popular mineira,0.338840841,0.538723558,175021.1303,0.460924038,0.058197473,0.190366442,-12.60512356,0.058488317,125.2790683,0.583980769,40.85240385,4,0
musica popular paraense,0.6125,0.67725,185966.75,0.5125,3.84E-06,0.180025,-9.6675,0.138775,137.234,0.682,46,7,1
musica potosina,0.278783333,0.7165,157255.5833,0.655833333,1.15E-05,0.161547222,-5.689388889,0.056588889,108.5653889,0.905222222,40.75,7,1
musica prehispanica,0.973833333,0.5855,127637.6667,0.361333333,0.358566667,0.362166667,-19.287,0.318966667,119.1571667,0.800833333,2.166666667,7,1
musica sarda,0.8735,0.503666667,202862.1667,0.3025,0.002249012,0.127516667,-13.35833333,0.1661,130.6701667,0.678833333,46.33333333,7,0
musica tradicional cubana,0.691921495,0.605219999,227316.5843,0.481076821,0.154649714,0.173119594,-10.62225007,0.061030851,115.1363211,0.738050763,25.99605836,7,1
musica tropical guatemalteca,0.2038,0.7015,364747,0.63525,1.10E-05,0.32825,-8.93525,0.0419,126.69575,0.89825,33.25,7,1
musica valenciana,0.0145,0.457,230008,0.7,0.00011,0.236,-7.152,0.0595,120.142,0.381,0,2,1
musica yucateca,0.611809756,0.503243902,167217.8293,0.36102439,0.000432873,0.172887805,-10.60956098,0.048292683,101.8051707,0.386341463,42.85365854,0,1
musical advocacy,0.1765,0.5635,324933,0.5445,1.67E-05,0.08685,-11.0955,0.0399,93.996,0.3205,74.5,4,1
musikkorps,0.869,0.65625,169155.25,0.57225,1.78E-05,0.222,-8.131,0.0391,119.2055,0.65025,27.25,3,1
musique ancienne,0.557027826,0.379326087,269541.6304,0.470652174,0.040278554,0.431441304,-12.76504348,0.041219565,126.0713478,0.384563043,0,9,1
musique concrete,0.535,0.3625,374153.5,0.2786,0.3740151,0.24465,-17.629,0.09745,109.7435,0.3758,17,5,1
musique pour enfant quebecois,0.773,0.782,45004,0.344,0,0.0848,-7.504,0.0582,134.746,0.953,47,3,1
musique pour enfants,0.913,0.473,1622000,0.0492,0.000276,0.322,-21.929,0.0725,120.51,0.122,27,0,1
muzica crestina,0.217,0.758,165000,0.57,0,0.0806,-11.951,0.165,160.056,0.766,38,4,0
muzica populara,0.936697727,0.477451515,165905.2955,0.309743939,0.022144323,0.208409167,-13.18912652,0.050162197,102.3646818,0.557944697,0.322348485,7,1
muziek voor kinderen,0.0932,0.644,184246,0.759,2.47E-05,0.332,-5.88,0.0339,131.986,0.2,11,9,1
muzika l'yeladim,0.828583333,0.655333333,99990.08333,0.283416667,0.00016264,0.1341,-11.07708333,0.163666667,104.77875,0.709416667,34.16666667,10,0
naija worship,0.126858333,0.591666667,392161.25,0.663916667,0.000111,0.43835,-6.077583333,0.183383333,105.9426667,0.503583333,44.66666667,11,1
nantes indie,0.00293,0.276,218965,0.796,0,0.184,-4.499,0.0579,199.526,0.26,66,0,1
narodna muzika,0.4749,0.482,245993.75,0.591666667,0.003014217,0.313825,-8.62725,0.038566667,119.7649167,0.611583333,23.16666667,4,1
nashville americana,0.570833333,0.522333333,182360,0.374,2.63E-05,0.090866667,-11.28333333,0.044866667,112.7446667,0.469,53.33333333,7,1
nashville hip hop,0.15069804,0.762777778,213887.4838,0.649239394,1.56E-05,0.125504646,-6.26469798,0.165688586,112.8333798,0.595466667,44.62323232,11,1
nashville indie,0.408892667,0.545733333,220604.3333,0.681666667,1.69E-05,0.193013333,-5.9494,0.042953333,131.1523333,0.3904,62.53333333,4,1
nashville singer-songwriter,0.528873725,0.491541176,245486.0463,0.478912941,0.011685498,0.218304941,-9.399397647,0.096312235,123.1118047,0.414189804,54.33568627,10,1
nashville sound,0.60530912,0.540104091,167316.9156,0.420378626,0.08239727,0.176746638,-11.86387313,0.047480438,116.1469097,0.582134049,29.87330879,7,1
native american,0.725895866,0.395906419,224528.1867,0.259337455,0.374055974,0.145649059,-20.52315724,0.064274422,111.9528546,0.48472808,34.42836639,6,0
native american contemporary,0.264661667,0.597141667,201877.8233,0.537987667,0.006048942,0.134235333,-11.658735,0.0505125,114.7738967,0.656067333,32.45,11,1
native american flute,0.97566342,0.281098485,246750.0725,0.129556158,0.558141212,0.152093831,-23.4118842,0.082039069,92.17326299,0.557995455,37.97294372,6,0
native american spiritual,0.994,0.295,123293,0.00839,0.668,0.119,-28.111,0.0697,171.604,0.407,33,10,0
navajo,0.918636364,0.460649351,119807.1688,0.157907078,0.301394805,0.164259091,-19.19714935,0.075387662,133.2699545,0.492776623,16.27922078,10,0
nederlandse hardstyle,0.027678917,0.615552083,454760.3333,0.90340625,0.365521106,0.262265625,-5.77309375,0.121305208,143.6297292,0.391364583,1.395833333,0,1
nederpop,0.168992518,0.565905952,186057.7321,0.692933929,0.071258143,0.161699464,-8.882364881,0.054527202,125.1305732,0.633334524,32.00416667,7,1
neo classical metal,0.1129163,0.379834939,316176.7391,0.79483451,0.304509196,0.286985761,-7.580572369,0.067245966,127.797044,0.339257232,31.191992,7,0
neo honky tonk,0.912,0.559,237271,0.323,0.853,0.103,-12.553,0.0305,106.057,0.398,13,0,1
neo kyma,0.82,0.566,158640,0.305,0.805,0.1205,-14.316,0.03595,118.227,0.4775,33,7,0
neo mellow,0.353202885,0.55044989,233812.6716,0.56352554,0.068395031,0.155717773,-8.578270001,0.050474771,121.7241615,0.44772304,51.75378773,0,1
neo r&b,0.222212727,0.660681818,283267.303,0.626969697,0.017922429,0.269168182,-9.292136364,0.184665152,110.8159242,0.652666667,46.71212121,11,0
neo soul,0.259369539,0.654103236,265769.0814,0.558057417,0.043415179,0.17146657,-8.227943012,0.098906006,115.4256673,0.536178808,44.1328729,11,1
neo-classical,0.757189083,0.405326186,247544.9835,0.265085175,0.688264692,0.117827889,-18.27834651,0.055727438,110.5376733,0.267005216,40.14334651,1,1
neo-crust,0.045470865,0.174,449255,0.4477325,0.79475,0.2187375,-14.665875,0.0435625,112.638125,0.1351125,1.5,0,1
neo-kraut,0.0944,0.705,819510,0.969,0.874,0.227,-5.952,0.0502,123.993,0.541,0,9,1
neo-pagan,0.995,0.351,169333,0.0735,0.288,0.101,-19.662,0.0398,99.515,0.0816,34,6,1
neo-progressive,0.232858378,0.346653274,404170.753,0.54648631,0.168581265,0.263373512,-11.38886161,0.047056548,113.9653676,0.300724405,26.10119048,1,1
neo-psychedelic,0.223740735,0.537142007,262630.755,0.630516816,0.294082735,0.196667726,-7.863132574,0.057714558,116.8590742,0.481150863,49.18162488,1,1
neo-rockabilly,0.38758,0.564383333,237904.0833,0.78315,0.100654936,0.344026667,-8.324466667,0.060301667,149.6025833,0.718833333,26.65,9,1
neo-singer-songwriter,0.470413636,0.676612121,239564.8606,0.478466667,0.158618236,0.098909091,-8.847060606,0.053911515,119.8546061,0.430327273,49.35151515,0,1
neo-synthpop,0.110806195,0.585838254,255368.9315,0.736131508,0.113352729,0.163649566,-6.664739788,0.052508257,129.0660523,0.492328889,48.46169312,2,1
neo-trad metal,0.09490393,0.431819697,259403.4924,0.824765152,0.037791419,0.284651061,-6.740969697,0.087250909,135.22885,0.360793939,23.6,8,1
neo-traditional bluegrass,0.45725625,0.50859375,237987.5,0.49303125,0.012969341,0.190728125,-10.258375,0.034978125,155.9068438,0.4958125,39.21875,6,1
neo-traditional country,0.1735,0.6465,204706.5,0.7435,4.46E-06,0.272,-6.005,0.02535,100.988,0.711,64,7,1
neoclassical darkwave,0.526801307,0.393005164,202549.5671,0.397993568,0.524583184,0.136889981,-13.31403123,0.037812647,109.8186688,0.270115986,35.26190476,2,1
neoclassicism,0.899670919,0.322167524,291114.5423,0.202467854,0.673920598,0.155842788,-19.97248767,0.061900969,107.1857837,0.214935638,3.118096428,0,1
neofolk,0.391883333,0.274166667,287354.9167,0.480291667,0.380889042,0.175658333,-10.58141667,0.035841667,94.00541667,0.248775,19.16666667,0,0
neon pop punk,0.10094307,0.536288967,226525.2211,0.77260389,0.033238069,0.193590489,-5.023383894,0.075728611,136.4796687,0.546581802,50.30808678,5,1
nepali indie,0.988,0.606,198155,0.341,0.0161,0.19,-7.602,0.0794,82.913,0.666,0,8,0
nepali pop,0.988,0.606,198155,0.341,0.0161,0.19,-7.602,0.0794,82.913,0.666,0,8,0
nerdcore,0.4984625,0.674166667,250513.4167,0.675916667,0.140025,0.196483333,-8.578666667,0.2272,109.499875,0.576208333,19.95833333,9,1
neue deutsche harte,0.001948873,0.503107353,256360.4507,0.909102941,0.102869861,0.709595221,-5.394129412,0.0766075,109.4758007,0.312159265,12.46544118,9,1
neue deutsche todeskunst,0.261989467,0.5364,342388.8667,0.5764,0.0945256,0.464866667,-12.45906667,0.03444,123.7511333,0.457546667,26,11,0
neue deutsche welle,0.118263702,0.653466667,272915.3,0.554921905,0.191541767,0.166769048,-11.61254286,0.064950238,129.5257524,0.640545238,37.17380952,11,1
neurofunk,0.031160971,0.558071429,287481.7857,0.810285714,0.547786003,0.2645,-7.122214286,0.077757143,159.5061429,0.4156,12.57142857,7,1
new age,0.688416694,0.394854744,269917.1241,0.297097574,0.615275354,0.142552968,-17.10114437,0.041697976,112.4051379,0.260034259,35.49964156,7,1
new age piano,0.799670976,0.433097879,267842.4644,0.242534346,0.773041852,0.15194432,-18.84224246,0.04978301,117.2139986,0.251892168,37.85491314,7,1
new americana,0.439003326,0.540561726,241305.0872,0.517715878,0.059322366,0.176655529,-9.82441506,0.047945175,121.4190336,0.495350569,44.72688195,7,1
new beat,0.013552576,0.775111111,277154.7778,0.832944444,0.190704106,0.139288889,-8.5105,0.065772222,124.1283889,0.666,48.66666667,10,0
new comedy,0.692330302,0.600585897,202621.953,0.616942308,0.126681712,0.65432906,-13.22246966,0.729596282,98.04206581,0.418916282,14.90384615,11,1
new england americana,0.50625,0.568,227161.5,0.5505,0.120334575,0.118,-9.38775,0.03275,141.27825,0.6345,27.5,11,1
new england emo,0.0956984,0.494,196954,0.5556,7.22E-07,0.166,-7.1906,0.06668,120.7858,0.3538,51.6,4,1
new england metal,0.006524,0.417,301846.5,0.7935,0.041365,0.0975,-4.915,0.05145,127.173,0.3495,42,10,1
new french touch,0.171219236,0.722807639,306017.5743,0.680427083,0.411665493,0.14387875,-7.778704167,0.05976125,119.1158451,0.500523611,37.40555556,5,0
new isolationism,0.503940909,0.271727273,259677,0.420254545,0.436263388,0.563481818,-11.72877273,0.046231818,101.2305,0.26165,2.5,1,1
new jack swing,0.222963609,0.681414292,286032.3539,0.562886585,0.016396621,0.162453934,-9.465872679,0.07589415,116.0746054,0.575275345,39.64552434,11,1
new jersey hardcore,0.034834808,0.374930425,205106.9353,0.895013972,0.021423248,0.182098973,-5.885791503,0.096164175,149.1318417,0.412018164,44.47767322,2,1
new jersey indie,0.170094594,0.481811905,229385.1613,0.729057738,0.086138576,0.186983095,-7.223927381,0.051583869,131.4450065,0.536615,45.33333333,8,1
new jersey punk,0.061750141,0.336739949,260281.7829,0.917090163,0.023311226,0.161216116,-6.685201027,0.113449889,150.6033179,0.357694354,33.76338751,2,1
new jersey rap,0.123598409,0.736989124,264518.8522,0.659573569,0.040096424,0.177379374,-8.598516645,0.239794986,113.974263,0.568871507,47.60811139,7,1
new mexico music,0.60353796,0.589831483,208167.6537,0.45933958,0.022024045,0.183464293,-10.56974114,0.040261269,118.174242,0.753783613,29.86042028,7,1
new orleans blues,0.681684791,0.586192759,204266.5379,0.420007747,0.171419728,0.19968658,-14.38054902,0.052057533,114.6259098,0.618784623,26.56084824,2,1
new orleans funk,0.303905451,0.638846544,264101.5898,0.621137576,0.312899749,0.214922505,-10.5941393,0.075589744,112.5184862,0.813937898,33.87623106,9,1
new orleans indie,0.108966667,0.688333333,209919.6667,0.832666667,0.001857,0.091666667,-3.86,0.036533333,101.945,0.733,55.66666667,11,1
new orleans jazz,0.71318687,0.583584002,225282.4376,0.447699223,0.447246966,0.240737742,-12.58188466,0.075117622,128.0099306,0.693044908,19.96076565,7,1
new orleans rap,0.095483591,0.744786415,275683.287,0.732502655,0.001164543,0.27393246,-6.136122384,0.250075633,132.8351934,0.592091228,37.66741161,6,0
new rave,0.168885834,0.598127477,254218.9699,0.726250018,0.183421943,0.200360409,-6.661483983,0.074060828,130.8581628,0.551236203,46.85592528,11,1
new romantic,0.149630372,0.618021466,259559.1186,0.691036271,0.116888049,0.188172398,-9.894065047,0.049870083,123.5785201,0.652070809,38.97539266,9,1
new tribe,0.4527,0.565,442633,0.387,0.78,0.2125,-16.8955,0.0559,79.894,0.351,42,6,1
new wave,0.131987939,0.589233277,252931.9286,0.710206915,0.143712834,0.191372542,-9.702688394,0.051625943,125.4545518,0.643649346,36.97937322,9,1
new wave of thrash metal,0.0030455,0.3305,278967,0.923,0.01285575,0.21845,-11.3605,0.12455,97.967,0.1619,31,4,1
new wave pop,0.212082278,0.608253065,253328.2415,0.647607528,0.061906085,0.186890523,-9.955956298,0.050789073,121.4806536,0.617644677,41.04238185,9,1
new weird america,0.537077774,0.461792803,260888.0605,0.448660415,0.280312966,0.175852696,-11.66445727,0.040378337,122.1378382,0.532996443,39.83372718,2,1
